Name,category,country,num_episodes,aired,orginal_network,duration,watchers,director,screenwriter,rating,num_raters,cast_names,genre_names,tag_names,synopsis,url
Gasohug,Drama,Thailand,6,2016,GMM One,25 min.,950,O Patha Thongpan,Jarinee Thanomyat,7.8,417,"Ice Preechaya Pongthananikorn,Ice Natara Nopparatayapon,Jack Chaleumpol Tikumpornteerawong,Nong Sunthari Chotipun,Guide Sutina Laoamnuaichai","Comedy,Romance,Youth,Supernatural "," Precognition,Female Chases Male First,Poor Male Lead,Minorities,Countryside,Slow Burn Romance,Rural Life,Rural Village,Future Seeing Female Lead,Sassy Female Lead  ","Eve has the ability to see fragments of her future in her dreams and she believes that the gas station guy is her 'enchanted prince' whom she has been seeing glimpses of in her foretelling dreams. 
Pun is just an ordinary boy who works at a gas station. Because Eve is convinced that she has found her future partner, she persists in winning Pun over and actively pursues him only to discover that there is more to Pun than just the glimpses of the boy whom she sees in her dreams.",https://i.mydramalist.com/jyZ2dc.jpg?v=1
Fish Upon the Sky,Drama,Thailand,12,2021,GMM 25,45 min.,"17,129",Golf Sakon Wong,"Pong Pattarawalai Wongsinwises,  Noolek Sureechay Kaewses,  M Rittikrai Kanjanawiphu",7.8,"9,907","Phuwin Tangsakyuen,Pond Naravit Lertratkosum,Neo Trai Nimtawat,Louis Thanawin Teeraphosukarn,Winny Thanawin Pholcharoenrat,Euro Thanaset Suriyapornchaikul","Comedy,Romance,School,Youth "," LGBTQ+,Student,Gay Romance,Secret Crush,Makeover,Unrequited Love,Adapted From A Novel,Cyber Bullying,College Life,Secondary Couple  ","Pi has a crush on one of the hottest students in the Allied Health Sciences Department but since he is not confident enough about his looks, he is helpless. At least until Duean and his friends help him get a makeover to boost his confidence. When Pi finally has the guts to approach his crush, he meets his love rival, Mork.

Pi tries to surpass Mork in everything to get the attention of Nan but he is not lucky enough to beat him. However, everything changes as Pi starts to feel a different set of feelings towards Mork, making things more complicated.",https://i.mydramalist.com/2Bgzw_4c.jpg?v=1
Novoland: Eagle Flag,Drama,China,56,2019,Youku ZJTV,45 min.,"3,136",Zhang Xiao Bo,"Chang Jiang,  Shuang Cheng",7.8,851,"Liu Hao Ran,Song Zu Er,Chen Ruo Xuan,Zhang Zhi Jian,Li Guang Jie,Amy Chen","Historical,Romance,Wuxia,Fantasy "," Xuanhuan,Novoland,Fantasy World,Adapted From A Novel,Adventure,Magic,War,Action,Strong Male Lead,Fantasy Kingdom  ","Lu Gui Chen is the heir of the nomadic Qingyang tribe, and is sent to the Eastern Land as hostage. He meets Ji Ye, an unfavoured illegitimate son who is training to become a warrior, and Yu Ran, the princess of the Winged tribe. The three become close friends, and the boys혪 feelings for Yu Ran soon turn romantic.

At the same time, powerful warlord Ying Wu Yi has been maintaining a firm control over the Emperor, giving him unprecedented power over the nobles. Lu Gui Chen, Ji Ye, and Yu Ran decide to join the decisive battle against Ying Wu Yi at Shangyang Pass, but unbeknownst to them, an even darker conspiracy is yet to unfold.",https://i.mydramalist.com/wnoync.jpg?v=1
Miss Gu Who is Silent,Drama,China,20,2020,Tencent Video,45 min.,"1,256",Sun Hao,,7.8,370,"Aliya,Li Zi Feng,Joyin Cai,Ye Xiao Wei,Guo Jia Nan,Liu Luo Xi","Thriller,Mystery,Psychological,Romance "," Sibling,Revenge,Hidden Identity,Strong Female Lead,Smart Female Lead,Conspiracy,Death,Web Series,Suspense,Cold Female Lead  ","To ease her grief over her brother혪s death, Gu Qing Zhou plans to change her name and conceal her identity. She tries to avenge her brother by going after the people who wronged him. However, someone else is already controlling the situation, so Gu Qing Zhou is trapped into becoming that person혪s pawn.",https://i.mydramalist.com/WW2JD_4c.jpg?v=1
The Leaked,Drama,Thailand,3,2021,,18 min.,"1,057","Gi Sinut Kamukamakul,  T.J. Teerapat Jiraworajinda",,7.8,403,"Nanon Korapat Kirdpan,Yaimai Shinaradee Anupongpichart,Jaja Jinjutha Siripheng,Tungpang Pattarawadee Laosa,Function Warunpat Ratsameejaroentum,Pangya Panyalak Pakdeevijit","Thriller,Crime,Youth,Drama "," Social Media,Cyber Bullying,High School,School,Prostitution,Sexual Harassment,Child Abuse,Short Length Series,Internet Crime,Miniseries  ","When social media became a part of our lives, without noticing, we all have accidentally collaborated to create its dark side, where internet crimes take lives of innocent children, day in and day out, ordinarily.",https://i.mydramalist.com/RpPDg_4c.jpg?v=1
The Wolf Princess,Drama,China,24,2021,Mango TV,45 min.,"3,488",Danny Ko,Li Nan,7.8,"1,225","Jason Gu,Connie Kang,Gao Ji Cai,Sheng Hui Zi,Huang Qian Shuo,Lin Jin Yi","Historical,Comedy,Romance,Fantasy "," Smart Female Lead,Male Chases Female First,Strong Male Lead,Hidden Identity,Martial Arts,Werewolf,Princess Female Lead,Multiple Personalities,Bickering Couple,Female Warrior  ","Constantly switching between a gentle human and the savage wolf that woke within her, Ling Long can혪t seem to control either. With both personalities dueling for control, she often appears manipulative or subversive, when in reality, she is the opposite. Her warring personalities don혪t do her any favors, especially not when the arrogant young aristocrat Yan Qing catches her in the awkward situation of mistaking her for a thief.
Able to dodge Yan Qin혪s accusations, Ling Long finds it risky to do so a second time. So when a cruel twist of fate brings them together, Ling Long takes it upon herself to prove her innocence. Determined to find those responsible for the theft at the Yan manor, now her home, Ling Long begins her investigation. As she searches, she begins to notice her senses are becoming incredibly keen. But she혪s not the only one noticing these changes.
With the blood of the wolf clan coursing through his veins, Yan Qing, drawn by Ling Long혪s increasingly wolfish tendencies, his curiosity piqued. Unable to resist the urge to get to know this strange girl, he offers to assist with the investigation. Despite their rocky start, Ling Long accepts his offer, and together they begin their search in earnest. But the deeper they dig, they eventually uncover a plot that could shake the very foundations of their world. 
Side-by-side, Ling Long and Yan Qing set out to set right a multitude of wrongs. Conspiracies aren혪t their only problem. With Ling Long혪s dangerous wolf side taking over more often, Yan Qing must help Ling Long before her humanity is lost forever. Can this unlikely pair find a way to stop both the evil running rampant in the world and the darkness that resides within?",https://i.mydramalist.com/ZP8OW_4c.jpg?v=1
Beautiful Gong Shim,Drama,South Korea,20,2016,SBS,60 min.,"27,261","Baek Soo Chan,  Nam Tae Jin",Lee Hee Myung,7.8,"13,510","Namkoong Min,Bang Min Ah,Ohn Joo Wan,Seo Hyo Rim,Oh Hyun Kyung,Woo Hyun","Comedy,Romance,Drama "," Sibling Rivalry,Neighbors,Nice Male Lead,Secret,Love Triangle,Long Lost Child,Sibling,Love Square,Poor Female Lead,Male Chases Female First  ","This drama is about the love story of two sisters and two men. The talented older sister has everything, including a beautiful appearance, and her younger sister,  who is less attractive but still has a warm heart. And two men appear in front of the siblings: a progressively more attractive man, who moved into a humble rental room on the rooftop of their building and another man who is handsome and wealthy from a plutocrat family. The romance-comedy drama depicts an eventful and unpredictable love story by the four people from such a warmhearted point of view.",https://i.mydramalist.com/X46pwc.jpg?v=1
Devil Beside You,Drama,Taiwan,20,2005,CTV,45 min.,"22,923",Lin He Long,,7.8,"13,417","Rainie Yang,Mike He,Kingone Wang,Joyce Tsai,Fion Fu,Masuyama Yuki","Comedy,Romance,School "," Step-siblings Love,Bad Man/Good Woman,Love Triangle,Cold Man/Warm Woman,College Life,Adapted From A Manga,Cheerful Female Lead,Fast Paced Romance,Stepsibling Romance,Cohabitation  ","After finally getting the courage to confess her feelings, Qi Yue was handing her love letter to Yuan Yi, but by a stroke of bad luck, he did not see and walked passed her. The person standing in front of her was the troublemaker of the school, infamously known for his devilish ways - Jiang Meng. The devil will get what he wants, and the object of his desire was Qi Yue. Although having a cruel exterior, Jiang Meng's heart is kind and caring, which truly touched Qi Yue. The big problem remained - Jiang Meng is the son of the man Qi Yue's mother is going to marry. ~~ Adaption of the manga 'Akuma de Sourou' by Takanashi Mitsuba.",https://i.mydramalist.com/AJPKvc.jpg?v=1
To Be  A Better Man,Drama,China,42,2016,ZJTV,45 min.,"1,870",Zhang Xiao Bo,,7.8,409,"Sun Hong Lei,Jiang Shu Ying,Guan Xiao Tong,David Wang,Che Xiao,Lay Zhang","Friendship,Comedy,Romance,Family "," Age Gap [Drama Life],Age Gap [Real Life],Single Father,Attempted Suicide,Older Man/Younger Woman,Chef,Black Comedy,Slice Of Life,Father-Daughter Relationship,Cooking  ","Lu Yuan worked hard in America to become a Michelin 3-starred chef. To many, he is the Devil incarnate, reckless and wanton. But when it comes to the person he loves, he is an entirely different ""good man,"" loyal, kind, and honest. After a nightmarish car accident takes away his friend Da Peng, Lu Yuan planned to return home with Da Peng's ashes, return his daughter to her mother and then die quietly. However, he runs into the person he doesn't want to see and becomes entangled with his ex, Gan Jing, their old classmate, Jiang Hao Kun, and Hao Kun's younger sister, Jiang Lai.",https://i.mydramalist.com/8xwXbc.jpg?v=1
Criminal Minds,Drama,South Korea,20,2017,tvN,60 min.,"18,171","Lee Jeong Hyo,  Yang Yoon Ho",Hong Seung Hyun,7.8,"5,784","Lee Joon Gi,Son Hyun Joo,Moon Chae Won,Yoo  Sun,Lee Sun Bin,Go Yoon","Action,Mystery,Drama "," Criminal Profiler,Murder,Trauma,Psychopaths,Serial Killer,Agent,Kidnapping,Dark Fiction,Attempted Assault,Badass Male Lead  ","The drama follows a group of highly trained profilers in the fictional National Criminal Investigation (NCI) team who track down criminals to solve cases. It begins a year after a crucial error results in a bomb detonating at a hospital, killing several SWAT officers and leaving the NCI team leader Kang Ki Hyung's confidence badly shaken. He returns to work after a long break and is immediately drawn into a serial murder case which requires the NCI team to collaborate with the local police agency's Violent Crimes Unit. They meet the temperamental police officer Kim Hyun Joon, who appears to have a bitter grudge against Ki Hyung.",https://i.mydramalist.com/nvWK2c.jpg?v=1
Engine,Drama,Japan,11,2005,Fuji TV,45 min.,"2,294","Hirano Shin,  Nishitani Hiroshi",Inoue Yumiko,7.8,"1,335","Kimura Takuya,Koyuki,Okamoto Aya,Harada Yoshio,Sakai Masato,Matsushita Yuki","Comedy,Romance,Life,Drama "," Car Racing,Found Family,Orphanage,Eccentric Male Lead,Life Lesson,Friendship  ","Jiro Kanzaki is an F3000 driver blessed with acute sensitivity and breathtaking driving techniques. He's a daredevil who feels no fear driving at speeds that even top racers dare not attempt. But unexpected trouble forces this racer to leave his team and return to Japan for the first time in years. Until he finds a new job as a racer, Jiro decides to stay with his family. What awaits Jiro there is his hardheaded father, his nagging sister, the 12 children of the foster home his father runs, a snobbish male teacher, and a stubborn female teacher who likes to daydream about her life.
Jiro's return home brings a breath of fresh air that influences the people around him. However, he is still unaware that he too will eventually be influenced to change the way he thinks and lives. -- Fuji TV",https://i.mydramalist.com/pYK7b_4c.jpg?v=1
Room No. 9,Drama,South Korea,16,2018,tvN,1 hr. 5 min.,"5,249",Ji Young Soo,Jung Sung Hee,7.8,"1,144","Kim Hee Sun,Kim Hae Sook,Kim Young Kwang,Lee Kyung Young,Oh Dae Hwan,One","Mystery,Drama,Fantasy "," Body Swap,Prison,Hardworking Female Lead,Female Centered Plot,Badass Female Lead,Wrongfully Accused,Smart Female Lead,Deception,Smart Male Lead,Older Woman/Younger Man  ","Eulji Hae Yi is a ruthless lawyer who wins all of her cases. She goes to meet with Jang Hwa Sa, a death-row convict who is the infamous killer behind a poison murder case. Inside Room No. 9 of the high-security women혪s prison, the souls of Hae Yi and Hwa Sa change bodies. Doctor Gi Yoo Jin, Hae Yi혪s boyfriend, somehow hold the key to the two women's fate.",https://i.mydramalist.com/8pX2bc.jpg?v=1
Nang Ai,Drama,Thailand,15,2016,Channel 3,1 hr. 50 min.,952,Pawanrat Naksuriya,,7.8,435,"Nychaa Nuttanicha Dungwattanawanich,Warintorn Panhakarn,Ball Jitpanu Klomkaew,Gap Chanoksuda Raksanaves,Gap Jakkarin Phooriphad,Carissa Springett","Friendship,Romance,School,Youth "," Age Gap [Drama Life],Age Gap [Real Life],Kind Female Lead,Mischevious Female Lead,Airhead Female Lead,Rich Female Lead,Sassy Female Lead,Older Man/Younger Woman,Male Chases Female First,Calm Male Lead  ","Seventeen-year-old Apiradee Anothai, nicknamed Nang, is send away to Penang, Malaysia, to attend to an all-girls convent boarding school called Victoria. She is to learn about manners and how to be a lady by the nuns. Her father, who is a minister, wanted this for her because news came out on the front page that Nang is fighting over a man. With the news, her father didn혪t trust her and sends her off to boarding school.
In Penang, Nang meets the handsome and strict Thai consul Thanathip whose job is to make sure of the well-being of all the Thai students at the school. He does remind Nang to follow the rules of the school, since he's the type of person who likes for the students to be well behaved and follow the rules, but Nang is about to change all that.",https://i.mydramalist.com/NPemJc.jpg?v=1
Song Huajai Nee Puea Tur,Drama,Thailand,12,2015,Channel 3,1 hr. 50 min.,"2,048",Chudapa Chantakett,,7.8,746,"Mario Maurer,Mint Chalida Vijitvongthong,Pat Napapa Thantrakul,Punjan Kawin Imanothai,Beau Savitree Suttichanond,Freud Chatphong Natthaphong","Comedy,Romance,Drama,Supernatural "," Star Crossed Lovers,Possessed,Past And Present,Different Timelines,Soulmates,Male Chases Female First,Reincarnation,Rich Man/Poor Woman,Ghost  ","Tharatorn is a hot tempered businessman who has a telekinetic ability which manifests itself every time he gets angry. Unknown to him, he also has another problem - sometimes another personality of his emerges which makes him behave in ways very different to his main self, and it doesn't help that he can't remember anything. He has also been dreaming of a girl when he sleeps and he has no idea who she is. That is, until he meets Kewalin and recognises her as the woman in his dreams. Kewalin's presence starts to unravel the mystery behind Tharatorn's dual personality and it appears that there is another soul from an ancient time also inhabiting his body. What happens when these two souls/ spirits start falling for Kewalin?
Thus begins the 혩two spirits혪 love.혪",https://i.mydramalist.com/vQE2Xc.jpg?v=1
Hello Again!,Drama,Taiwan,16,2019,CTV Vidol,1 hr. 11 min.,"5,920",Liu Kuang Hui,,7.8,"2,231","Amber An,Bruce He,Sean Lee,Chris Chiu,Oceana Wu,Stanley Mei","Friendship,Business,Comedy,Romance,Family "," First Love,Love/Hate Relationship,Childish Male Lead,Sismance,Rich Man/Poor Woman,Smart Female Lead,Rivals To Lovers,Nice Male Lead,Male Chases Female First,Multiple Couples  ","One hundred days before the university entrance exams, Chang Ke Ai and Yang Zi Hao made a bet in high school. If they are admitted to the same university, she will carry his schoolbag for an entire year! Unexpectedly she had to give up her dreams of university to pay off a family debt. Ten years later, they are just across the street, but in two different worlds. Yang Zi Hao is an executive vice president of ""Gorgeous Department Store"", while Chang Ke Ai is a street vendor who helps her mother sell clothes at a market.  When they meet again, will they remember the bet from ten years ago?",https://i.mydramalist.com/N7YQYc.jpg?v=1
Different Dreams,Drama,South Korea,40,2019,MBC,27 min.,"3,049",Yoon Sang Ho,Jo Gyoo Won,7.8,577,"Lee Yo Won,Yoo Ji Tae,Im Joo Hwan,Nam Gyu Ri,Yoon Jong Hwa,Lee Hae Young","Action,Historical,Romance,Medical "," Spy,Strong Female Lead,Doctor Female Lead,Doctor-Patient Relationship,Police Department,Return From Abroad,Military Doctor,Death Of Adoptive Father,Freedom,Artist  ","A turning point in Korean history, one never to be forgotten is presented in this engaging historical drama, celebrating its 100th anniversary. In 1919, during the Japanese colonial period, two events paved the way for the independence of Korea, the March 1st Movement and the establishment of the Korean Provisional Government. And with it, a covert armament for freedom was born, the Heroic Corps.

 Historically and in the drama, the man leading the corps goes by the name of Kim Won Bong, his real name only a few people know. He rarely stays in one area for more than two hours and sleeps for only short periods at a time. With fiery passion in his heart, he moves about swiftly and dreams for his country's independence. Lee Young Jin a Korean woman raised by a Japanese military doctor follows in her adopted father's footsteps, and through a series of events, attends a prestigious medical university in Shanghai. She returns to Joseon and becomes the first female surgeon. 

The two them cross paths, and although they follow different ideologies, Won Bong soon realizes his need for her and begins to regret sending her deep into enemy territory. These two characters will walk together, sometimes run, sometimes fall, only to get back up again to chase their dreams. Bearing with them the pain and suffering of the historical events that shaped Korea's independence, they hope to instill the past so that it will never be forgotten.",https://i.mydramalist.com/40Rqrc.jpg?v=1
